,Date,Open,High,Low,Close,Adj Close,Volume,Group
303,2022-10-13,19156.966797,19453.328125,18319.822266,19382.904297,19382.904297,44219840004,4
304,2022-10-14,19382.533203,19889.146484,19115.408203,19185.65625,19185.65625,38452356727,4
305,2022-10-15,19185.4375,19212.541016,19019.25,19067.634766,19067.634766,16192235532,2
306,2022-10-16,19068.914063,19389.603516,19068.914063,19268.09375,19268.09375,17988916650,2
307,2022-10-17,19268.5625,19635.802734,19173.333984,19550.757813,19550.757813,27472552998,0
308,2022-10-18,19550.466797,19666.994141,19144.769531,19334.416016,19334.416016,30580012344,0
309,2022-10-19,19335.027344,19348.416016,19127.6875,19139.535156,19139.535156,22425387184,2
310,2022-10-20,19138.085938,19315.199219,18971.458984,19053.740234,19053.740234,24493974420,2
311,2022-10-21,19053.203125,19237.384766,18770.970703,19172.46875,19172.46875,32459287866,0
312,2022-10-22,19172.380859,19248.068359,19132.244141,19208.189453,19208.189453,16104440957,2
313,2022-10-23,19207.734375,19646.652344,19124.197266,19567.007813,19567.007813,22128794335,2
314,2022-10-24,19567.769531,19589.125,19206.324219,19345.572266,19345.572266,30202235805,0
315,2022-10-25,19344.964844,20348.412109,19261.447266,20095.857422,20095.857422,47761524910,3
316,2022-10-26,20092.236328,20938.134766,20076.117188,20770.441406,20770.441406,58895950537,3
317,2022-10-27,20772.802734,20854.044922,20255.373047,20285.835938,20285.835938,49625110402,3
318,2022-10-28,20287.957031,20724.980469,20086.068359,20595.351563,20595.351563,43994715910,4
319,2022-10-29,20595.103516,20988.394531,20566.484375,20818.476563,20818.476563,40369840645,4
320,2022-10-30,20817.982422,20917.005859,20547.462891,20635.603516,20635.603516,31486345556,0
321,2022-10-31,20633.695313,20795.320313,20287.458984,20495.773438,20495.773438,45668466815,4
322,2022-11-01,20494.898438,20647.289063,20359.845703,20485.273438,20485.273438,39819303159,4
323,2022-11-02,20482.958984,20742.810547,20087.134766,20159.503906,20159.503906,55552169483,3
324,2022-11-03,20162.689453,20382.095703,20086.240234,20209.988281,20209.988281,43228750179,4
325,2022-11-04,20208.769531,21209.560547,20188.019531,21147.230469,21147.230469,64072727950,3
326,2022-11-05,21144.832031,21446.886719,21097.634766,21282.691406,21282.691406,37846047609,4
327,2022-11-06,21285.056641,21345.376953,20920.191406,20926.486328,20926.486328,35082693210,4
328,2022-11-07,20924.621094,21053.246094,20489.972656,20602.816406,20602.816406,53510852236,3
329,2022-11-08,20600.671875,20664.607422,17603.544922,18541.271484,18541.271484,118992465607,1
330,2022-11-09,18543.761719,18590.458984,15682.692383,15880.780273,15880.780273,102905151606,1
331,2022-11-10,15883.158203,18054.3125,15834.018555,17586.771484,17586.771484,83202283721,1
332,2022-11-11,17583.251953,17650.943359,16543.482422,17034.292969,17034.292969,55871616488,3
333,2022-11-12,17036.875,17066.675781,16651.775391,16799.185547,16799.185547,29717699419,0
334,2022-11-13,16799.722656,16920.765625,16320.634766,16353.365234,16353.365234,27209183682,0
335,2022-11-14,16352.02832,17109.324219,15872.941406,16618.199219,16618.199219,49630243054,3
336,2022-11-15,16617.484375,17051.962891,16542.550781,16884.613281,16884.613281,36599436183,4
337,2022-11-16,16884.341797,16960.294922,16430.111328,16669.439453,16669.439453,33925512989,0
338,2022-11-17,16670.425781,16726.439453,16460.683594,16687.517578,16687.517578,27868914022,0
339,2022-11-18,16687.912109,16947.058594,16564.611328,16697.777344,16697.777344,26862218609,0
340,2022-11-19,16696.220703,16797.876953,16570.410156,16711.546875,16711.546875,16106223492,2
341,2022-11-20,16712.919922,16746.779297,16248.692383,16291.832031,16291.832031,21313378652,2
342,2022-11-21,16291.223633,16291.223633,15599.046875,15787.28418,15787.28418,37429485518,4
343,2022-11-22,15782.300781,16253.047852,15656.606445,16189.769531,16189.769531,30726828760,0
344,2022-11-23,16195.588867,16638.193359,16170.50293,16610.707031,16610.707031,32958875628,0
345,2022-11-24,16611.636719,16771.474609,16501.767578,16604.464844,16604.464844,26129037414,0
346,2022-11-25,16602.269531,16603.316406,16388.404297,16521.841797,16521.841797,18678255976,2
347,2022-11-26,16521.576172,16666.863281,16416.228516,16464.28125,16464.28125,18000008764,2
348,2022-11-27,16463.882813,16594.40625,16437.025391,16444.626953,16444.626953,20443898509,2
349,2022-11-28,16440.222656,16482.933594,16054.530273,16217.322266,16217.322266,27743025156,0
350,2022-11-29,16217.639648,16522.257813,16139.396484,16444.982422,16444.982422,23581685468,2
351,2022-11-30,16445.476563,17190.9375,16445.476563,17168.566406,17168.566406,29523576583,0
352,2022-12-01,17168.001953,17197.498047,16888.388672,16967.132813,16967.132813,22895392882,2
353,2022-12-02,16968.683594,17088.660156,16877.880859,17088.660156,17088.660156,19539705127,2
354,2022-12-03,17090.097656,17116.041016,16888.140625,16908.236328,16908.236328,16217776704,2
355,2022-12-04,16908.169922,17157.767578,16903.439453,17130.486328,17130.486328,16824520830,2
356,2022-12-05,17128.894531,17378.152344,16922.431641,16974.826172,16974.826172,22209086834,2
357,2022-12-06,16975.238281,17091.863281,16939.921875,17089.503906,17089.503906,19889922369,2
358,2022-12-07,17089.505859,17109.376953,16750.558594,16848.126953,16848.126953,19675404389,2
359,2022-12-08,16847.349609,17267.916016,16788.783203,17233.474609,17233.474609,20496603770,2
360,2022-12-09,17232.148438,17280.546875,17100.835938,17133.152344,17133.152344,20328426366,2
361,2022-12-10,17134.220703,17216.826172,17120.683594,17128.724609,17128.724609,12706781969,2
362,2022-12-11,17129.710938,17245.634766,17091.820313,17104.193359,17104.193359,14122486832,2
363,2022-12-12,17102.5,17212.564453,16899.394531,17206.4375,17206.4375,19617581341,2
364,2022-12-13,17206.441406,17930.085938,17111.763672,17781.318359,17781.318359,26634741631,0
365,2022-12-14,17782.066406,18318.53125,17739.513672,17815.650391,17815.650391,25534481470,0
